province,city,address,postalCode,longitude,latitude,price,buildingTypeId,tradeTypeId,listingDate,bedrooms,ownershiptype,daysOnMarket
Manitoba,Mitchell,375 Neufeld DR,R5G1K8,-96.77203,49.538128,194900.0,3,1,17/3/2018,2.0,Freehold,167
Saskatchewan,Estevan,1492 Mather CRES,S4A2J8,-103.003478,49.149682,399000.0,3,1,1/3/2018,5.0,Freehold,177
Manitoba,Brandon,120 22nd ST,R7B1R4,-99.967676,49.848143,182000.0,3,1,7/3/2018,3.0,Freehold,180
Manitoba,Winnipeg,11B 778 McMillan AVE,R3M0V3,-97.157668,49.87032,193500.0,1,1,6/3/2018,2.0,Freehold Condo,180
British Columbia,Port Coquitlam,3271 OXFORD STREET,V3B4C6,-122.76759799999999,49.272078,1560000.0,3,1,22/3/2018,4.0,Freehold,167
British Columbia,Penticton,167 ELM AVE,V2A3W2,-119.58332,49.454505,2100000.0,3,1,4/3/2018,2.0,Freehold,174
Saskatchewan,Saskatoon,110 - 112 Hedley ST,S7N4G4,-106.59101799999999,52.138671,399900.0,12,1,8/3/2018,6.0,Freehold,178
British Columbia,Surrey,5415 185 STREET,V3S8L9,-122.71034209999999,49.1007329,1398800.0,3,1,14/3/2018,4.0,Freehold,175
Saskatchewan,Saskatoon,1331 Denham CRES,S7R0B1,-106.705933,52.154263,349999.0,3,1,2/3/2018,3.0,Freehold,174
British Columbia,Fort St. John,6167 ROWANTREE AVENUE,V1J4H9,-120.737264,56.24991800000001,399900.0,10,1,3/3/2018,3.0,Freehold,178
British Columbia,Vernon,"#114 107 Village Centre Court,",V1H1Y8,-119.386978,50.189099,224900.0,1,1,8/3/2018,2.0,Condominium/Strata,168
British Columbia,Surrey,12657 88A AVENUE,V3V7A4,-122.87208190000001,49.1638653,860000.0,3,1,1/3/2018,4.0,Freehold,175
Ontario,Trenton,219 WESTLAKE ROAD,K8V5P6,-77.618709,44.154061,439900.0,3,1,23/3/2018,4.0,Freehold,162
British Columbia,Salmon Arm,"400 18 Street, SE",V1E1V2,-119.264467,50.696794,388000.0,3,1,3/3/2018,3.0,Freehold,179
Ontario,Ancaster,312 MAPLEDENE Drive,L9G2K2,-79.982911,43.209492,1549000.0,3,1,10/3/2018,4.0,Freehold,176
Ontario,Casselman,3237 PICHE ROAD,K0A1M0,-75.0525,45.392837,795000.0,3,1,17/3/2018,4.0,Freehold,172
Ontario,Garson,239 Covington Street,P3L1J9,-80.88568199999999,46.550929,219900.0,3,1,9/3/2018,3.0,Freehold,177
Ontario,Portland,2917 CEDAR VALLEY ROAD,K0G1V0,-76.139299,44.722259,349000.0,3,1,1/3/2018,4.0,Freehold,181
Ontario,Wasaga Beach,17 DOWNER CRESCENT,L9Z1C2,-79.993148,44.519048,675000.0,3,1,20/3/2018,3.0,Freehold,165
British Columbia,Vancouver,1109 1889 ALBERNI STREET,V6G3G7,-123.13534080000001,49.2931631,639900.0,1,1,21/3/2018,1.0,Strata,168
Saskatchewan,White City,4 Stanford RD,S4L0C9,-104.352393,50.435611,670000.0,3,1,16/3/2018,3.0,Freehold,173
Alberta,Edmonton,#309 5390 Chappelle RD SW,T6W3K7,-113.57916000000002,53.3996799,189000.0,1,1,3/3/2018,2.0,Condominium/Strata,180
Ontario,North Bay,644 ALGONQUIN AVENUE,P1B4W9,-79.465828,46.320279,179900.0,3,1,2/3/2018,3.0,Freehold,183
Alberta,Signal Hill,503 SIERRA MORENA CO SW,T3H3C2,-114.18337700000001,51.020274,588800.0,3,1,11/3/2018,3.0,Freehold,175
British Columbia,Kelowna,"945 Currell Crescent,",V1X3R8,-119.396904,49.876774,654900.0,3,1,1/3/2018,3.0,Freehold,169
Ontario,West Grey,574230 SIDEROAD 40,N0C1H0,-80.6848,44.256040000000006,348500.0,3,1,8/3/2018,2.0,Freehold,177
Ontario,King,31 OLD KING RD,L0G1N0,-79.65101,43.901619200000006,899000.0,3,1,20/3/2018,3.0,Freehold,165
Ontario,Guelph/Eramosa,159-161 MAIN ST S,N0B2K0,-80.1424349,43.617462100000004,1600000.0,3,1,3/3/2018,17.0,Freehold,172
New Brunswick,Barnesville,1029 Route 820,E5N3K8,-65.752734,45.426039,99900.0,3,1,7/3/2018,2.0,Freehold,176
Newfoundland & Labrador,Spaniards Bay,4 Evergreen Heights,A0A3X0,-53.270216000000005,47.632443,259000.0,3,1,16/3/2018,3.0,Freehold,170
Nova Scotia,Lunenburg,113 Lawrence Street,B0J2C0,-64.3097407,44.3796628,269000.0,3,1,9/3/2018,3.0,Freehold,163
Alberta,Downtown East Village,#1508 510 6 AV SE,T2G1L7,-114.051915,51.04743,589000.0,1,1,9/3/2018,2.0,Condominium/Strata,177
Quebec,Les Rivières (Québec),1488 Rue De Celles,G2C0B9,-71.314192,46.830293,199900.0,1,1,7/3/2018,2.0,Condominium/Strata,168
Saskatchewan,Saskatoon,315 4230 Degeer ST,S7H5G9,-106.5775,52.118097,116900.0,1,1,16/3/2018,1.0,Condominium/Strata,166
British Columbia,Langley,6977 206 STREET,V2Y1R2,-122.65182,49.12923,1099000.0,3,1,24/3/2018,6.0,Freehold,162
Ontario,Wellington North,130 FREDERICK ST,N0G1A0,-80.53903770342,43.831988280202,389900.0,3,1,2/3/2018,4.0,Freehold,166
New Brunswick,Quispamsis,3 Hovey Road,E2J3Z5,-65.95743,45.41709,224900.0,3,1,13/3/2018,3.0,Freehold,172
Saskatchewan,Regina,2267 Treetop LN,S4P4V8,-104.607525,50.442954,224900.0,6,1,21/3/2018,2.0,Condominium/Strata,164
Alberta,Cottage Club at Ghost Lake,301 COTTAGECLUB GR,T4C1B1,-114.704444,51.223832,634900.0,3,1,10/3/2018,2.0,Condominium/Strata,173
Alberta,Rocky Mountain House,5216 49 Avenue,T4T1E5,-114.923359,52.373502,348000.0,12,1,23/3/2018,2.0,Freehold,163
Alberta,Red Deer,64 Iverson Close,T4R3M9,-113.780051,52.231219,394900.0,3,1,6/3/2018,5.0,Freehold,166
Alberta,Sunset Ridge,92 SUNRISE TC,T4C0V3,-114.46716,51.217352000000005,449900.0,3,1,6/3/2018,3.0,Freehold,179
Alberta,Dunmore,1026 Eagle Ridge Drive,T1B0J7,-110.564582,49.961608,638500.0,3,1,17/3/2018,3.0,Freehold,169
British Columbia,Langley,305 20087 68 AVENUE,V2Y3H9,-122.6668797,49.1262222,599900.0,1,1,15/3/2018,2.0,Strata,163
Ontario,Gooderham,1010 BILLINGS ROAD,K0M1R0,-78.360812,44.911639,235000.0,3,1,8/3/2018,2.0,Freehold,169
Quebec,Outremont (Montréal),#310 - 970 Av. McEachran,H2V3E3,-73.62009287,45.51985709,449000.0,1,2,9/3/2018,2.0,Condominium/Strata,165
New Brunswick,Upper Coverdale/Turtle Creek,2359 Route 112,E1J2A7,-64.970709,46.042312,249000.0,3,1,9/3/2018,3.0,Freehold,177
Ontario,Ancaster,1 90 Raymond Road,L9K0J6,-79.94024,43.216581,639900.0,6,1,15/3/2018,3.0,Freehold,171
British Columbia,Salt Spring Island,385 SCOTT POINT DRIVE,V8K2R2,-123.433076,48.844838,1099000.0,3,1,7/3/2018,3.0,Freehold,163
Newfoundland & Labrador,St. John's,30 Sgt Craig Gillam Avenue,A1A0G9,-52.703588,47.62083,380000.0,3,1,7/3/2018,3.0,Freehold,170
Ontario,Toronto,314 LUMSDEN AVE,M4C2K4,-79.3091187,43.6944042,780000.0,3,1,21/3/2018,4.0,Freehold,162
Ontario,Toronto,314 LUMSDEN AVE,M4C2K4,-79.3091187,43.6944042,780000.0,3,1,21/3/2018,2.0,Freehold,162
Quebec,Brossard,#106 - 9520 Boul. Rivard,J4X0A3,-73.48171771,45.43289766,214900.0,1,1,22/3/2018,2.0,Condominium/Strata,164
British Columbia,Princeton,28 FENCHURCH AVE,V0X1W0,-120.50572,49.461648,165000.0,3,1,22/3/2018,2.0,Freehold,165
Newfoundland & Labrador,ST. PHILIPS,14 BLUEBELL Bend,A1M2P8,-52.883897,47.580213,979900.0,3,1,1/3/2018,5.0,Freehold,181
Alberta,Crystal Shores,101 CRYSTAL SHORES DR,T1S1X9,-113.961026,50.733942,479900.0,3,1,21/3/2018,4.0,Freehold,165
Ontario,Sudbury,530 Montague,P3C4G8,-81.005716,46.505238,160000.0,3,1,16/3/2018,3.0,Freehold,169
Quebec,Vaudreuil-Dorion,#402 - 320 Rue Jean-Claude-Tremblay,J7V0J6,-74.04289484,45.39456256,188000.0,1,1,9/3/2018,2.0,Condominium/Strata,163
British Columbia,Surrey,12723 112B AVENUE,V3V3L7,-122.86943490000002,49.2078528,758000.0,3,1,16/3/2018,5.0,Freehold,169
Saskatchewan,Saskatoon,14 2251 St Henry AVE,S7M0P5,-106.681854,52.101698999999996,159900.0,1,1,2/3/2018,1.0,Condominium/Strata,184
New Brunswick,Val-Comeau,43 Allee Doiron,E1X4J2,-64.877392,47.468606,115000.0,3,1,7/3/2018,2.0,Freehold,176
Ontario,North Bay,497 CHIPPEWA STREET W,P1B6G5,-79.44981,46.320879999999995,115000.0,3,1,13/3/2018,3.0,Freehold,172
Nova Scotia,Williamswood,117 Brittany Murphy Terrace,B3L4J5,-63.6515715436555,44.53855942348411,649000.0,3,1,15/3/2018,3.0,Freehold,163
Ontario,North Kawartha Twp,1579 ANSTRUTHER LAKE ROAD #25,K0L1A0,-78.197133,44.743615999999996,349900.0,6,1,20/3/2018,2.0,Freehold,163
British Columbia,White Rock,972 FINLAY STREET,V4B4K4,-122.789988,49.0197303,999000.0,3,1,1/3/2018,2.0,Freehold,185
Ontario,Kanata,48 ROBSON COURT UNIT#13,K2K2W1,-75.91659,45.315307000000004,369900.0,3,1,3/3/2018,2.0,Condominium/Strata,184
Alberta,Edmonton,13035 35 ST NW,T5A5C8,-113.39469,53.5905,389900.0,3,1,3/3/2018,4.0,Freehold,183
Ontario,Wheatley,21105 MCLEAN,N0P2P0,-82.462102,42.080754999999996,322000.0,19,1,14/3/2018,2.0,Freehold Condo,164
British Columbia,MERVILLE,8072 HARMONY CRES,V0R2M0,-125.046729,49.822728999999995,1195000.0,3,1,6/3/2018,3.0,Freehold,170
Ontario,Newmarket,746 STONEHAVEN AVE,L3X2G2,-79.4433582,44.0347159,1188000.0,3,1,7/3/2018,4.0,Freehold,179
Alberta,Edmonton,16424 132 ST NW,T5L1P8,-113.5516769,53.6260274,659888.0,3,1,16/3/2018,5.0,Freehold,170
British Columbia,Langley,20482 GRADE CRESCENT,V3A4J7,-122.655421149668,49.0883379470959,2150000.0,3,1,9/3/2018,4.0,Freehold,168
Alberta,Carbon,324 Bruce AV,T0M0L0,-113.15435500000001,51.48603,199900.0,3,1,16/3/2018,3.0,Freehold,163
Ontario,Seguin,26 NUTHATCH LANE,P2A2W8,-79.796764,45.273607,995000.0,3,1,6/3/2018,3.0,Freehold,180
Quebec,Ville-Marie (Montréal),#2605 - 1225 Boul. Robert-Bourassa,H3B9A9,-73.568852,45.502717,883000.0,1,1,11/3/2018,2.0,Condominium/Strata,168
British Columbia,Halfmoon Bay,9708 SECRET ROAD,V0N1Y2,-123.943302,49.522946000000005,550000.0,3,1,14/3/2018,1.0,Freehold,163
Nova Scotia,Halifax,372 Starboard Drive,B3M0L4,-63.6767069846558,44.6945682464692,524900.0,3,1,14/3/2018,4.0,Freehold,172
Quebec,Le Sud-Ouest (Montréal),#510 - 2301 Rue St-Patrick,H3K1B3,-73.567993,45.482387,649000.0,1,1,13/3/2018,1.0,Condominium/Strata,169
British Columbia,Richmond,931 8988 PATTERSON ROAD,V6X0R2,-123.12596540000001,49.1901941,980000.0,1,1,10/3/2018,2.0,Strata,165
Ontario,Carleton Place,Lot 2 ROSEDALE ROAD,K7C4P3,-76.013761,44.983705,334900.0,3,1,23/3/2018,3.0,Freehold,163
Manitoba,Lac Du Bonnet,15 Whitecrest RD,R0E1A0,-95.98991600000001,50.280120000000004,169900.0,3,1,16/3/2018,3.0,Freehold,163
Alberta,Grande Cache,10613 105 AVE,T0E0Y0,-119.130677,53.889908,250000.0,3,1,9/3/2018,5.0,Freehold,178
Quebec,Mont-Tremblant,#2 - 1015 Rue Labelle,J8E2W5,-74.59105232,46.13099218,189900.0,1,1,22/3/2018,2.0,Condominium/Strata,163
British Columbia,Vancouver,1916 938 SMITHE STREET,V6Z3H8,-123.1241123,49.2816806,779000.0,1,1,17/3/2018,1.0,Strata,164
Ontario,Bradford West Gwillimbury,2957 9TH LINE,L3Z2A5,-79.5996628,44.1323528,735000.0,3,1,17/3/2018,4.0,Freehold,164
Nova Scotia,Halifax Peninsula,204 1074 Wellington Street,B3H2Z8,-63.580048084259005,44.635406284360506,405720.0,1,1,17/3/2018,2.0,Condominium/Strata,169
Alberta,Edmonton,10821 175A AV NW,T5Z0K3,-113.51145,53.639019999999995,799900.0,3,1,14/3/2018,5.0,Freehold,172
Quebec,Côte-des-Neiges/Notre-Dame-de-Grâce (Montréal),5845 Rue Sherbrooke O.,H4A1X4,-73.61824049,45.46951019,424000.0,1,1,3/3/2018,3.0,Undivided Co-ownership,175
Alberta,Glenbrook,4406 35 AV SW,T3E1B3,-114.15008999999999,51.022493,699900.0,12,1,20/3/2018,3.0,Freehold,164
British Columbia,LAKE COWICHAN,425 SCHOLEY CRES,V0R2G0,-124.03730800000001,48.820667,528000.0,3,1,20/3/2018,4.0,Freehold,166
Ontario,King,28 WILLIAM ST,L7B1L1,-79.52237190000001,43.930606,1200000.0,3,1,9/3/2018,3.0,Freehold,169
Manitoba,Thompson,Lot 9 Block 6 - Lake View DR,R8N0M5,-97.871876,55.722392000000006,259900.0,3,1,20/3/2018,4.0,Leasehold,169
Ontario,Whitby,113 BACH AVE,L1R2P8,-78.9244264,43.917201399999996,2100.0,3,2,14/3/2018,1.0,Condominium/Strata,162
Ontario,Whitby,113 BACH AVE,L1R2P8,-78.9244264,43.917201399999996,2100.0,3,2,14/3/2018,3.0,Freehold,162
Ontario,Tweed,68 DECLAIR ROAD,K0K2K0,-77.382749,44.59857,499900.0,3,1,22/3/2018,3.0,Freehold,165
Alberta,Edmonton,1112 84 ST SW,T6X1E3,-113.46152250793502,53.42313442672529,448900.0,3,1,11/3/2018,4.0,Freehold,175
Alberta,Fort Saskatchewan,29 RIDGEVIEW CL,T8L0S2,-113.238492965698,53.676200543517396,479500.0,12,1,10/3/2018,2.0,Freehold,176
Ontario,Tillsonburg,180 QUARTER TOWN LINE ROAD,N4G4E1,-80.748148,42.862165999999995,349900.0,3,1,20/3/2018,3.0,Freehold,169
Ontario,Guilford,1331 EAGLE LAKE ROAD,K0M1S0,-78.58185300000001,45.112291,799000.0,3,1,17/3/2018,3.0,Freehold,169
New Brunswick,McAdam,6 Piercy Lane,E6J1J2,-67.323268,45.597367999999996,59900.0,3,1,1/3/2018,4.0,Freehold,186
Saskatchewan,Regina,44 Powers BY,S4X1N2,-104.672255,50.487045,229900.0,19,1,2/3/2018,3.0,Freehold,185
Ontario,Rockland,2718 SYLVAIN STREET,K4K1S6,-75.29833199999999,45.538785,329900.0,3,1,8/3/2018,4.0,Freehold,170
Ontario,Richmond Hill,94 SETTLEMENT CRES,L4E1E2,-79.45477790000001,43.9209441,1999000.0,3,1,4/3/2018,5.0,Freehold,164
Ontario,Washago,54 BLACK RIVER ROAD,L0K2B0,-79.201259,44.79782,465000.0,3,1,11/3/2018,3.0,Freehold,172
Alberta,Edmonton,2323 BAILEY CT SW,T6W1H9,-113.51066100000001,53.418553,529900.0,3,1,16/3/2018,3.0,Freehold,173
Quebec,Saint-Hyacinthe,#104 - 6920 Boul. Laframboise,J2R1A5,-72.993247,45.649515,179900.0,1,1,3/3/2018,1.0,Condominium/Strata,184
Quebec,Rivière-des-Prairies/Pointe-aux-Trembles (Montréal),9906 Boul. Perras,H1C2L3,-73.5630647,45.65910143,212500.0,1,1,1/3/2018,2.0,Condominium/Strata,185
Newfoundland & Labrador,Renews,38 Bear Cove Point Road,A0A3N0,-52.923688,46.924794,209900.0,3,1,10/3/2018,3.0,Leasehold,171
Quebec,Brossard,8982 Crois. du Louvre,J4Y0A2,-73.45157504,45.43178337,229500.0,1,1,6/3/2018,2.0,Condominium/Strata,171
Quebec,Sainte-Adèle,#105 - 95 Rue des Cantonniers,J8B1V8,-74.13792551,45.9567164,169500.0,1,1,6/3/2018,2.0,Condominium/Strata,178
Newfoundland & Labrador,Conception Bay South,4 Sailview Place,A1W5T6,-52.939292,47.528209999999994,369000.0,3,1,1/3/2018,3.0,Freehold,182
Alberta,Sherwood Park,850 Nottingham BV,T8A5V2,-113.2757824,53.5146568,437500.0,3,1,23/3/2018,4.0,Freehold,162
Newfoundland & Labrador,St. John's,3 Oxen Pond Road,A1B3H9,-52.742459999999994,47.563102,249900.0,3,1,21/3/2018,4.0,Freehold,165
Quebec,LaSalle (Montréal),#1403 - 6900 Boul. Newman,H8N0C8,-73.60752109999999,45.44942666,1450.0,1,2,1/3/2018,1.0,Condominium/Strata,181
Quebec,Saint-Hubert (Longueuil),#2 - 2640 Rue Racine,J3Y0G3,-73.39950400000001,45.491917,234900.0,1,1,1/3/2018,2.0,Condominium/Strata,166
Alberta,Sylvan Lake,18 Baywood Place,T4S0A7,-114.06114699999999,52.301542,269900.0,17,1,27/3/2018,3.0,Condominium,162
Alberta,Edmonton,9608 141 ST NW,T5N2M6,-113.56278999999999,53.5336799,899000.0,3,1,13/3/2018,3.0,Freehold,165
Quebec,Magog,#C-203 - 261 Rue Merry S.,J1X3L2,-72.16036177,45.26103754,129000.0,1,1,7/3/2018,1.0,Condominium/Strata,177
Quebec,Rivière-des-Prairies/Pointe-aux-Trembles (Montréal),#2 - 13510 Rue Sherbrooke E.,H1A4L6,-73.50729847,45.66289149,144900.0,1,1,2/3/2018,3.0,Condominium/Strata,178
Quebec,Ville-Marie (Montréal),#506 - 651 Rue de la Montagne,H3C0G2,-73.56684639,45.49391829,439000.0,1,1,2/3/2018,2.0,Condominium/Strata,181
Quebec,Vaudreuil-Dorion,#001 - 1170 Rue Émile-Bouchard,J7V0B6,-74.04787302,45.39347765,194900.0,1,1,4/3/2018,2.0,Condominium/Strata,172
New Brunswick,Saint John,13 Hampton Manor,E2K0C4,-66.08999,45.287659999999995,114900.0,3,1,10/3/2018,3.0,Freehold,175
Alberta,Richmond,#902 2505 17 AV SW,T3E7V3,-114.118072,51.03781,459900.0,1,1,5/3/2018,2.0,Condominium/Strata,184
Alberta,Innisfail,3625 54 Avenue,T4G1E7,-113.96730600000001,52.014646,499900.0,3,1,7/3/2018,5.0,Freehold,179
Alberta,Red Deer,50 Allard Crescent,T4R3J2,-113.78399999999999,52.241572,737000.0,3,1,4/3/2018,4.0,Freehold,182
Alberta,Kingsland,#213 7007 4A ST SW,T2V1A1,-114.074528,50.990805,239900.0,1,1,8/3/2018,2.0,Condominium/Strata,173
Alberta,Lethbridge,1115 12A Street S,T1K1R7,-112.826591,49.681459999999994,231900.0,3,1,13/3/2018,3.0,Freehold,173
Alberta,Country Hills,#314 26 COUNTRY HILLS VW NW,T3K5A4,-114.079022,51.146977,299900.0,1,1,7/3/2018,2.0,Condominium/Strata,178
Alberta,Stony Plain,5112 52 Ave,T7Z1C1,-114.01162,53.52723,350000.0,3,1,8/3/2018,1.0,Freehold,181
Alberta,Edmonton,#36 5203 149 AV NW,T5A1B5,-113.4219,53.611740000000005,298900.0,6,1,9/3/2018,3.0,Condominium/Strata,177
Alberta,Millet,246 Pipestone CL,T0C1Z0,-113.48611000000001,53.084449899999996,458888.0,3,1,8/3/2018,3.0,Freehold,178
Alberta,Edmonton,#208 11217 103 AV NW,T5K2V9,-113.51536999999999,53.54427,270000.0,1,1,11/3/2018,2.0,Condominium/Strata,169
Nova Scotia,Wellington,112 Sunnylea Road,B2T1A2,-63.6230533970609,44.8646735612449,649900.0,3,1,9/3/2018,3.0,Freehold,177
Alberta,Edmonton,36 3811 - 85 STREET NW,T6K4C7,-113.45822,53.47191,239900.0,6,1,9/3/2018,3.0,Condominium/Strata,162
Alberta,Edmonton,12928 /12930 101 ST NW,T5E4E7,-113.4944,53.58834,609888.0,12,1,4/3/2018,5.0,Freehold,182
Saskatchewan,North Battleford,1212 98th ST,S9A0L9,-108.30223600000001,52.775255,129900.0,3,1,14/3/2018,3.0,Freehold,175
Alberta,Edmonton,9210 SCOTT LN NW,T6R0E7,-113.58323,53.43515,399000.0,3,1,6/3/2018,3.0,Freehold,180
Alberta,Edmonton,9210 SCOTT LN NW,T6R0E7,-113.58323,53.43515,399000.0,3,1,6/3/2018,2.0,Freehold,180
Nova Scotia,Brooklyn Corner,7024 Brooklyn Street,B4N3V7,-64.592749,45.087461,224000.0,3,1,2/3/2018,4.0,Freehold,184
Alberta,Edmonton,16328 92 ST NW,T5Z3M7,-113.4833,53.626419999999996,409800.0,3,1,2/3/2018,4.0,Freehold,184
Alberta,Edmonton,5808 162B AV NW NW,T5Y2W3,-113.42778,53.625130000000006,350000.0,3,1,3/3/2018,2.0,Condominium/Strata,168
Alberta,Edmonton,5808 162B AV NW NW,T5Y2W3,-113.42778,53.625130000000006,350000.0,3,1,3/3/2018,3.0,Freehold,168
Alberta,Rural Foothills M.D.,#200 316070 111 ST W,T1S0V7,-114.162401,50.768108000000005,1499000.0,3,1,2/3/2018,5.0,Freehold,175
Saskatchewan,Yorkton,173 Darlington ST E,S3N0S1,-102.45217099999999,51.216522,255000.0,3,1,3/3/2018,4.0,Freehold,183
Alberta,Edmonton,10227 137 AV NW,T5E1Y9,-113.49718999999999,53.599109999999996,359000.0,3,1,1/3/2018,4.0,Freehold,185
Alberta,Edmonton,10227 137 AV NW,T5E1Y9,-113.49718999999999,53.599109999999996,359000.0,3,1,1/3/2018,6.0,Freehold,185
Alberta,Red Deer County,3051 35468 Range Road 30,T4G0M3,-114.293434,52.037164000000004,199900.0,3,1,2/3/2018,1.0,Condominium,179
Alberta,Pinebrook Estates,55 PINECONE LN SW,T3E6W3,-114.23636100000002,51.027578999999996,1075000.0,3,1,1/3/2018,5.0,Freehold,183
Alberta,Leduc,1051 Aspen DR,T9E8R1,-113.59203000000001,53.253284324672606,147250.0,17,1,2/3/2018,3.0,Leasehold,162
Alberta,Edmonton,#101 1623 James Mowatt TR SW,T6W0J7,-113.5194315,53.4158919,309000.0,1,1,2/3/2018,2.0,Condominium/Strata,167
Saskatchewan,Prince Albert,1322 Cook DR,S6V2R8,-105.716375,53.191901,239700.0,3,1,2/3/2018,5.0,Freehold,183
Saskatchewan,Unity,386 5th AVE E,S0K4L0,-109.15003300000001,52.442392000000005,79500.0,3,1,1/3/2018,4.0,Freehold,185
Manitoba,Roblin,46 2nd AVE NE,R0L1P0,-101.348523,51.229440999999994,82500.0,3,1,7/3/2018,2.0,Freehold,170
Saskatchewan,Regina,451 TORONTO ST,S4R1M5,-104.598807,50.471511,155000.0,3,1,10/3/2018,2.0,Freehold,176
Manitoba,Petersfield,8941 #9 HWY,R0C2L0,-96.974648,50.302651000000004,279900.0,3,1,2/3/2018,2.0,Freehold,181
Ontario,Meaford,143 TROWBRIDGE STREET W,N4L1G3,-80.59682600000001,44.605688,400000.0,3,1,20/3/2018,4.0,Freehold,165
British Columbia,Vancouver,803 210 E 5TH AVENUE,V5T1H3,-123.10049509999999,49.2663158,1795900.0,1,1,3/3/2018,2.0,Strata,186
Ontario,Dorchester,252 BYRON AVENUE,N0L1G3,-81.04587099999999,42.982146,524900.0,3,1,10/3/2018,3.0,Freehold,175
Ontario,Windsor,4500 RIVERSIDE,N8Y1B8,-82.98336,42.32848,1888000.0,3,1,2/3/2018,4.0,Freehold,187
Ontario,Ottawa,1094 JULIA COURT,K0A1T0,-75.989991,45.465317,749900.0,3,1,3/3/2018,3.0,Freehold,184
Ontario,Lyndhurst,399 Lyndhurst RD,K0E1N0,-76.12637,44.54809,129803.0,3,1,8/3/2018,4.0,Freehold,169
Manitoba,Roblin,360 #5 HWY W,R0L1P0,-101.360539,51.228111,189000.0,3,1,9/3/2018,3.0,Freehold,172
Ontario,Richmond Hill,230 RUMBLE AVE,L4C4G6,-79.4501056,43.8787979,1298000.0,3,1,2/3/2018,3.0,Freehold,183
Ontario,Puslinch,7470 MACPHERSON'S LANE,N0B2J0,-80.08865259999999,43.429776000000004,1699000.0,3,1,10/3/2018,5.0,Freehold,179
British Columbia,Richmond,8180 NO. 3 ROAD,V6Y2E3,-123.1362558,49.153810899999996,1950000.0,3,1,3/3/2018,3.0,Freehold,186
Nova Scotia,Halifax,703 1326 Lower Water Street,B3H2Y1,-63.5705548,44.6454057654352,1500.0,1,2,21/3/2018,1.0,Condominium/Strata,168
Ontario,Welland,41 FRAZER ST,L3C1N3,-79.2536827,42.9902135,1350000.0,3,1,8/3/2018,8.0,Freehold,178
Manitoba,Swan River,SE11-37-29 RD,R0L1Z0,-101.497192,52.1863,235000.0,3,1,13/3/2018,4.0,Freehold,174
New Brunswick,Saint John,40 Candlewood Lane,E2K1Z4,-66.09283,45.29371,133900.0,3,1,7/3/2018,3.0,Freehold,178
New Brunswick,Hawkins Corner,269 585 Route,E6E1N3,-67.224211,46.135678000000006,150000.0,19,1,21/3/2018,2.0,Freehold,168
Alberta,Saddle Ridge,573 SAVANNA BV NE,T3J0X3,-113.953769,51.134855,409900.0,12,1,21/3/2018,3.0,Freehold,168
British Columbia,Big White,"#4 4939 Snowpines Road,",V1X4K6,-118.928069,49.721743,399000.0,6,1,20/3/2018,2.0,Leasehold Condo/Strata,169
Quebec,Mercier/Hochelaga-Maisonneuve (Montréal),#3 - 1845 Rue Davidson,H1W2Y5,-73.54421339,45.54254551,329000.0,1,1,2/3/2018,2.0,Undivided Co-ownership,183
Ontario,Bloomfield,910 COUNTY ROAD 12,K0K2T0,-77.238951,43.956309999999995,349900.0,3,1,13/3/2018,2.0,Freehold,172
Ontario,Newmarket,390 SILKEN LAUMANN DR,L3X2J1,-79.4555118,44.0332534,1100000.0,3,1,1/3/2018,5.0,Freehold,170
Alberta,Edmonton,9708 75A ST NW,T6C2J3,-113.44491040000001,53.535903299999994,689800.0,3,1,21/3/2018,3.0,Freehold,164
Ontario,Ajax,14 CHARLTON CRES,L1S4B8,-79.018945,43.833033,714900.0,3,1,16/3/2018,4.0,Freehold,169
Ontario,Ajax,14 CHARLTON CRES,L1S4B8,-79.018945,43.833033,714900.0,3,1,16/3/2018,3.0,Freehold,169
Ontario,Milton,LOT 95 DAY TERR,X1X1X1,-79.8668423,43.48341,1279900.0,3,1,2/3/2018,4.0,Freehold,184
Quebec,Rimouski,#105 - 40 Rue de l'Évêché E.,G5L1X5,-68.52265519,48.44989435,160000.0,1,1,10/3/2018,1.0,Condominium/Strata,175
Quebec,Le Plateau-Mont-Royal (Montréal),#204 - 4200 Av. De Lorimier,H2H2B1,-73.56783134,45.53266878,159000.0,1,1,13/3/2018,1.0,Condominium/Strata,169
New Brunswick,Saint-Jacques,21 Du Bouleau Road,E7B1R7,-68.40061,47.4312,104000.0,19,1,1/3/2018,2.0,Freehold,180
Nova Scotia,Kentville,50 Anderson Boulevard,B4N5H2,-64.55931437301639,45.072852423220205,615000.0,3,1,2/3/2018,5.0,Freehold,166
Ontario,Long Point,38 DICKINSON AVENUE,N0E1M0,-80.394829,42.585617,420000.0,3,1,2/3/2018,1.0,Freehold,176
Quebec,Beauport (Québec),#332 - 3415 Rue Clemenceau,G1C7R1,-71.21767044,46.86277329,139000.0,1,1,1/3/2018,2.0,Condominium/Strata,184
Ontario,Leamington,194 CHRISTINA COURT,N8H0A3,-82.58371600000001,42.036516999999996,229000.0,6,1,14/3/2018,3.0,Freehold,163
Manitoba,St Ambroise,26050 83 RD N,R0H1K0,-98.061326,50.222574,69900.0,3,1,16/3/2018,2.0,Freehold,169
Ontario,Kitchener,303 -  689 DOON VILLAGE Road,N2P1A1,-80.445841,43.394914,525.0,3,2,2/3/2018,4.0,Freehold,167
